"id";"name";"year";"rankscore"
32780;"Beggar Maid, The";1921;0.0
32781;"Beggar Named Su, A";1953;0.0
32782;"Beggar of Cawnpore, The";1916;0.0
32783;"Beggar on Horseback";1925;0.0
32784;"Beggar Prince of India, The";1914;0.0
32785;"Beggar Prince, The";1920;0.0
32786;"Beggar Student, The (1931/I)";1931;0.0
32787;"Beggar Student, The";1988;0.0
32788;"Beggar's Holiday";1934;0.0
32789;"Beggar's Opera, The";1953;6.2
32790;"Beggar's Opera, The";1983;0.0
32791;"Beggarman, Thief";1979;0.0
32792;"Beggars Banquet: The Video Collection";1992;0.0
32793;"Beggars in Ermine";1934;5.7
32794;"Beggars of Life";1928;7.4
32795;"Beggars Opera Cafe";1998;0.0
32796;"Begging for Bondage";1992;0.0
32797;"Begging for Discipline";1982;0.0
32798;"Begging Game, The";1995;0.0
32799;"Begging Swordsman, The";1984;0.0
32800;"Begging the Ring";1979;0.0
32801;"Begierde";1921;0.0
32802;"Begierde";1951;0.0
32803;"Begin";1998;0.0
32804;"Begin the Beguine";2003;0.0
32805;"Beginn aller Schrecken ist Liebe, Der";1984;0.0
32806;"Beginn, Der";1966;0.0
32807;"Beginner's Luck";1935;8.0
32808;"Beginner's Luck";1986;5.8
32809;"Beginner's Luck";2001;3.0
32810;"Beginner, The";1996;0.0
32811;"Beginner, The";1998;0.0
32812;"Beginning at the End";1915;0.0
32813;"Beginning of a Great Enterprise, The";1901;0.0
32814;"Beginning of History, The";2001;0.0
32815;"Beginning of the End";1957;3.4
32816;"Beginning of the End of the World, The";1971;0.0
32817;"Beginning of Wisdom, The";2004;0.0
32818;"Beginning or the End, The";1947;6.4
32819;"Beginning to Date";1953;0.0
32820;"Beginning, The";1978;0.0
32821;"Beginning, The";2001;0.0
32822;"Beginning: Making Episode I, The";2001;0.0
32823;"Beginnings";1981;0.0
32824;"Beginnings";2002;0.0
32825;"Beginnings of Conscience";1957;0.0
32826;"Beglets";1919;0.0
32827;"Beglets";1932;0.0
32828;"Beglets iz Yantarnogo";1968;0.0
32829;"Begletsy";1932;0.0
32830;"Begnadete Hnde";1955;0.0
32831;"Begone Dull Care";1949;8.7
32832;"Begotten";1991;5.8
32833;"Begrafenis van 21 Brusselse burgers gefusilleerd door de Duitsers";1919;0.0
32834;"Begrafenis van componist Puccini. Een recent portret van de meester";1924;0.0
32835;"Begrafenis van de burgerlijke helden in Antwerpen";1914;0.0
32836;"Begrafenis van de gravin van Vlaanderen, 30 november 1912";1912;0.0
32837;"Begrafenis van gefusilleerde burgers";1914;0.0
32838;"Begrafenis van Kapitein Fryatt";1919;0.0
32839;"Begrafenis van Kardinaal Mercier, De";1926;0.0
32840;"Begrafenisplechtigheid Jozef Wauters";1929;0.0
32841;"Begrafenisplechtigheid van de gravin van Vlaanderen, moeder van Koning Albert I";1912;0.0
32842;"Begravelsen";2002;0.0
32843;"Begravelsesherrerne";1931;0.0
32844;"Begraving van Z.M Leopold II";1909;0.0
32845;"Begriper du inte att jag lskar dig?";1988;0.0
32846;"Begrbnis einer Grfin";1991;0.0
32847;"Begrndung eines Urteils";1966;0.0
32848;"Begstvo mistera Mak-Kinli";1975;5.1
32849;"Beguiled, The";1971;6.9
32850;"Begum";1945;0.0
32851;"Beguman Ashiq";1930;0.0
32852;"Begunac";1979;0.0
32853;"Begunah";1937;0.0
32854;"Begunah";1957;0.0
32855;"Begunec";1973;0.0
32856;"Beguny";1918;0.0
32857;"Begurebis gadaprena";1980;0.0
32858;"Begushchaya mishen'";1991;0.0
32859;"Begushchaya po volnam";1967;8.6
32860;"Begyndte ombord, Det";1937;0.0
32861;"Begynnelsen p en historie";1988;0.0
32862;"Begr";1946;0.0
32863;"Behajtani tilos!";1941;0.0
32864;"Behave Yourself";1962;0.0
32865;"Behave Yourself!";1951;5.9
32866;"Behaving Badly";1989;0.0
32867;"Behavior Therapy for Homosexuality";1971;0.0
32868;"Behaviour Game, The";1969;0.0
32869;"Behazot Halayla";1997;0.0
32870;"Behdasht-e Dandan";1980;0.0
32871;"Beheaded 1000";1993;5.5
32872;"Beheading a Chinese Boxer";1900;0.0
32873;"Beheading Chinese";1903;0.0
32874;"Beheading Chinese Prisoner";1900;0.0
32875;"Behemoth";2003;0.0
32876;"Behemoth, the Sea Monster";1959;5.3
32877;"Behesht az ane to";2000;0.0
32878;"Behesht ja-ye digari ast";2003;7.4
32879;"Behesht-e Penhan";1994;0.0
32880;"Behind & Above: The Wings of Fire";1995;0.0
32881;"Behind Bars";2000;0.0
32886;"Behind City Lights";1945;0.0
32887;"Behind Closed Doors";1916;0.0
32888;"Behind Closed Doors";1929;0.0
32889;"Behind Closed Doors";1988;0.0
32891;"Behind Closed Doors";1998;0.0
32892;"Behind Closed Doors";2002;0.0
32894;"Behind Closed Doors (2003/I)";2003;0.0
32895;"Behind Closed Doors (2003/II)";2003;0.0
32896;"Behind Closed Doors: The Dark Legacy of the Johns Committee";2000;0.0
32897;"Behind Enemy Lines";1985;0.0
32898;"Behind Enemy Lines";1986;4.4
32899;"Behind Enemy Lines";1996;4.5
32900;"Behind Enemy Lines";2001;6.1
32901;"Behind Enemy Lines: The Making of 'Return to Castle Wolfenstein'";2001;0.0
32902;"Behind Every Good Man";1966;0.0
32903;"Behind Green Lights";1946;6.7
32904;"Behind Jury Doors";1932;0.0
32905;"Behind Life's Stage";1916;0.0
32906;"Behind Locked Doors";1948;5.7
32907;"Behind Locked Doors";1968;3.0
32908;"Behind Masks";1921;0.0
32909;"Behind Me - Bruno Ganz";2002;5.8
32910;"Behind Office Doors";1931;6.0
32911;"Behind Prison Gates";1939;0.0
32912;"Behind Prison Walls";1943;0.0
32913;"Behind Route 2";1998;0.0
32914;"Behind Southern Lines";1952;0.0
32915;"Behind Stone Walls";1932;0.0
32916;"Behind That Curtain";1929;5.0
32917;"Behind the 'Scream'";2000;0.0
32918;"Behind the Action: Stuntmen in the Movies";2002;0.0
32920;"Behind the Attic Door: The Making of 'Rachel's Attic'";2002;0.0
32921;"Behind the Backdoor";1986;0.0
32923;"Behind the Backdoor 3";1989;0.0
32924;"Behind the Backdoor 4";1990;0.0
32925;"Behind the Backdoor 5";1992;0.0
32926;"Behind the Backdoor 6";1993;0.0
32927;"Behind the Badge (2002/II)";2002;0.0
32929;"Behind the Bars";1990;0.0
32930;"Behind the Beyond";1937;0.0
32932;"Behind the Black Door 3";1994;0.0
32933;"Behind the Black Door 4";1994;0.0
32935;"Behind the Blinds";1992;0.0
32936;"Behind the Boards On Baby Weems: A Conversation with Joe Grant";2002;0.0
32937;"Behind the Breadline";1974;0.0
32938;"Behind the Broken Words";2003;0.0
32939;"Behind the Brown Door";1986;0.0
32940;"Behind the Camera: The Unauthorized Story of 'Charlie's Angels'";2004;0.0
32941;"Behind the Camera: The Unauthorized Story of 'Three's Company'";2003;0.0
32942;"Behind the Candelabra: Liberace";1989;0.0
32943;"Behind the Counter";1928;0.0
32945;"Behind the Crime";2004;0.0
32946;"Behind the Criminal";1937;0.0
32947;"Behind the Curtain";1916;0.0
32948;"Behind the Curtain";1924;0.0
32949;"Behind the Dark";1996;0.0
32950;"Behind the Door";1919;5.2
32951;"Behind the Ears: The True Story of Roger Rabbit";2003;0.0
32952;"Behind the Eight Ball";1942;5.0
32953;"Behind the Eight Ball";1991;0.0
32954;"Behind the Evidence";1935;0.0
32955;"Behind the Eyes of War";1999;0.0
32956;"Behind the Feline: The Cartoon Phenomenon";2003;0.0
32957;"Behind the Firing Line";1898;0.0
32958;"Behind the Firing Line";1995;0.0
32959;"Behind the Front";1919;0.0
32960;"Behind the Front";1926;0.0
32962;"Behind the Greek Door";1975;0.0
32965;"Behind the Green Lights";1935;0.0
32966;"Behind the Gun";1913;0.0
32967;"Behind the Headlines";1936;0.0
32968;"Behind the Headlines";1937;5.7
32969;"Behind the Headlines";1952;0.0
32970;"Behind the Headlines";1956;5.4
32971;"Behind the High Wall";1956;0.0
32972;"Behind the Laughs";1998;0.0
32973;"Behind the Legend: Timon";2004;0.0
32974;"Behind the Life of Chris Gaines";1999;0.0
32975;"Behind the Lines";1916;0.0
32976;"Behind the Make-Up";1930;4.9
32977;"Behind the Map";1917;0.0
32978;"Behind the Mascot";2004;0.0
32979;"Behind the Mask";1915;0.0
32980;"Behind the Mask";1916;0.0
32981;"Behind the Mask";1917;0.0
32982;"Behind the Mask";1932;5.8
32983;"Behind the Mask";1946;5.0
32984;"Behind the Mask";1958;0.0
32985;"Behind the Mask";1991;0.0
32986;"Behind the Mask";1999;0.0
32987;"Behind the Mask (2003/I)";2003;0.0
32989;"Behind the Mask: The IRA and Sinn Fein";1997;0.0
32990;"Behind the Masks";1973;0.0
32991;"Behind the Meat-Ball";1945;6.6
32992;"Behind the Mike";1937;0.0
32993;"Behind the Mission: The Making of 'M:I-2'";2000;0.0
32994;"Behind the Movie Lens";1938;0.0
32995;"Behind the Movie: Rugrats In Paris";2000;0.0
32996;"Behind the News";1940;0.0
32997;"Behind the Nine";2003;0.0
32999;"Behind the Outer Limits";2002;0.0
33000;"Behind the Palace Doors";1993;0.0
33001;"Behind the Peepers: The Making of 'Jeepers Creepers'";2002;0.0
33002;"Behind the Planet of the Apes";1998;0.0
33003;"Behind the Praise Band: Manna From Heaven";2003;0.0
33004;"Behind the Red Door";2002;7.2
33005;"Behind the Rent Strike";1979;0.0
33006;"Behind the Rising Sun";1943;5.2
33007;"Behind the Scenes";1904;0.0
33008;"Behind the Scenes";1908;0.0
33009;"Behind the Scenes";1910;0.0
33010;"Behind the Scenes";1913;0.0
33011;"Behind the Scenes";1914;0.0
33012;"Behind the Scenes";1975;0.0
33014;"Behind the Scenes";1989;0.0
33015;"Behind the Scenes";1991;0.0
33016;"Behind the Scenes (1992/I)";1992;0.0
33017;"Behind the Scenes (1992/II)";1992;0.0
33019;"Behind the Scenes";1998;0.0
33020;"Behind the Scenes 1";1999;0.0
33023;"Behind the Scenes at 'Daria'";2000;0.0
33024;"Behind the Scenes at the American Comedy Awards";1997;0.0
33025;"Behind the Scenes at the American Comedy Awards";1998;0.0
33026;"Behind the Scenes at the American Comedy Awards";1999;0.0
33027;"Behind the Scenes of 'Austin Powers: The Spy Who Shagged Me'";1999;0.0
33028;"Behind the Scenes of 'Going Down'";2004;0.0
33029;"Behind the Scenes of 'Inspector Gadget 2'";2003;0.0
33030;"Behind the Scenes of 'John Q'";2002;0.0
33032;"Behind the Scenes with 'Goldfinger'";1995;0.0
33033;"Behind the Scenes with 'Thunderball'";1995;0.0
33034;"Behind the Scenes with 20 Young Girls";2003;0.0
33035;"Behind the Scenes with David Hockney";1992;0.0
33036;"Behind the Scenes with Deon Braxton";1998;0.0
33037;"Behind the Scenes with Fess Parker";1956;0.0
33039;"Behind the Scenes: 'Almost Famous' - Postcards from the Edge";2001;0.0
33040;"Behind the Scenes: 'UHF'";1989;0.0
33041;"Behind the Scenes: Asylum Days";2003;0.0
33042;"Behind the Scenes: BET Music Awards";2002;0.0
33044;"Behind the Scenes: Cast Away";2000;0.0
33045;"Behind the Scenes: Die Hard - With a Vengeance";1995;0.0
33046;"Behind the Scenes: Finding Forrester";2001;0.0
33047;"Behind the Scenes: Hannibal";2001;0.0
33048;"Behind the Scenes: Milking the Chicken";2004;0.0
33049;"Behind the Scenes: Road to El Dorado";2000;0.0
33050;"Behind the Scenes: Spider-Man the Movie";2002;0.0
33051;"Behind the Scenes: The Great Commission";2003;0.0
33052;"Behind the Scenes: The Last Samurai";2004;0.0
33053;"Behind the Scenes: The Making of 'The Ugly One'";2003;0.0
33054;"Behind the Scenes: The Music Man";2002;0.0
33055;"Behind the Scenes: Way of the Gun";2000;0.0
33056;"Behind the Schemes";1939;0.0
33057;"Behind the Screen";1915;0.0
33058;"Behind the Screen";1916;7.0
33059;"Behind the Seams";2000;4.7
33060;"Behind the Secret Panel";1916;0.0
33061;"Behind the Signs on Broadway";1920;0.0
33062;"Behind the Silver Screen";1986;0.0
33063;"Behind the Smile";2004;0.0
33064;"Behind the Sofa";2003;0.0
33066;"Behind the Startup: Icevan.com";2002;0.0
33067;"Behind the Sting";1999;0.0
33068;"Behind the Stockade";1911;0.0
33069;"Behind the Terror";2001;0.0
33070;"Behind the Threshold";1996;0.0
33071;"Behind the Times";1911;0.0
33072;"Behind the Times";1913;0.0
33073;"Behind the Veil";1914;0.0
33074;"Behind the Veil";1916;0.0
33075;"Behind the Veil";1984;0.0
33076;"Behind the Wall";2003;0.0
33077;"Behind the Wall of Shame";1996;0.0
33078;"Behind the Walls of 'Full House'";2000;0.0
33079;"Behind the Waterfall";1995;3.2
33080;"Behind Two Guns";1924;0.0
33081;"Behind Walls";1999;0.0
33084;"Behind Your Back";1937;0.0
33085;"Behindert";1974;0.0
33086;"Behinderte Zukunft?";1971;0.0
33087;"Behirah V'Hagoral, Ha-";1993;0.0
33088;"Behold a Pale Horse";1964;6.2
33089;"Behold Hawaii";1983;0.0
33090;"Behold My Wife";1920;0.0
33091;"Behold My Wife";1934;5.7
33092;"Behold the Man";1921;0.0
33093;"Behold the Man!";1951;0.0
33094;"Behold the Raven";2004;0.0
33095;"Behold This Woman";1924;0.0
33096;"Behram Khan";1946;0.0
33097;"Behula";1921;0.0
33098;"Behriga ga ej tilltrde";1988;0.0
33099;"Bei";1991;0.0
33100;"Bei ai qing yi wang de jiao luo";1981;0.0
33101;"Bei Anruf - Mord";1959;0.0
33103;"Bei Aufschlag Mord";1996;0.0
33104;"Bei der blonden Kathrein";1934;0.0
33105;"Bei der blonden Kathrein";1959;2.9
33106;"Bei di yan zhi";1973;0.0
33107;"Bei Dir war es immer so schn";1954;0.0
33108;"Bei dou zhi quan";1986;0.0
33109;"Bei Ewald";1989;0.0
33110;"Bei gao Shangang ye";1994;0.0
33111;"Bei huan sui yue";1967;0.0
33112;"Bei hbschen Frauen sind alle Tricks erlaubt";2004;0.0
33113;"Bei kao bei, lian dui lian";1994;6.0
33114;"Bei kong gao de ren";1983;0.0
33115;"Bei lebendigem Leibe";1984;0.0
33116;"Bei mir liegen Sie richtig";1990;4.9
33117;"Bei pan shi men";1981;0.0
33118;"Bei pao qi de ren";1983;0.0
33119;"Bei Pfeiffers ist Ball";1966;0.0
33121;"Bei qi baba shangxue";1998;6.9
33122;"Bei Regen erwachen die Monster";1999;0.0
33123;"Bei Shaolin";1976;0.0
33124;"Bei Tag und bei Nacht oder Der Hund des Grtners";1957;0.0
33125;"Bei Tag und Nacht";1964;0.0
33126;"Bei Thea";1988;0.0
33127;"Bei uns zuhaus";1981;0.0
33128;"Bei zheng";1998;0.0
33130;"Beichte einer Gefallenen, Die";1921;0.0
33132;"Beichte einer Toten, Die";1920;0.0
33133;"Beichte, Die";1990;0.0
33134;"Beichtgeheimnis";1956;0.0
33135;"Beichtstuhl der Begierde";1997;0.0
33136;"Beiden Freundinnen, Die";1978;0.0
33137;"Beiden Gatten der Frau Ruth, Die";1919;0.0
33138;"Beiden Nachtwandler, Die";1973;0.0
33139;"Beiden Schwestern, Die";1943;0.0
33140;"Beiden Seehunde, Die";1934;0.0
33141;"Beiderbecke Tapes, The";1987;0.0
33142;"Beiderseits der Rollbahn";1954;0.0
33143;"Beijing ni zao";1991;6.4
33144;"Beijing Orgy Flowers";1993;0.0
33145;"Beijing xiao niu";1991;0.0
33146;"Beijing za zhong";1993;6.4
33147;"Beijo";2003;0.0
33148;"Beijo 2348/72";1990;6.5
33149;"Beijo Ardente";1984;0.0
33150;"Beijo na Boca";1982;6.3
33151;"Beijo na Boca";1987;0.0
33152;"Beijo No Asfalto, O";1981;8.1
33153;"Beijo no Asfalto, O";2004;0.0
33154;"Beijo, O";1965;0.0
33155;"Beijo, O";1999;0.0
33156;"Beil von Wandsbek, Das";1951;5.7
33157;"Beil von Wandsbek, Das";1982;0.0
33159;"Beim Nervenarzt";1936;0.0
33160;"Beim nchsten Coup wird alles anders";2001;0.0
33161;"Beim nchsten Ku knall ich ihn nieder";1996;7.8
33162;"Beim nchsten Mann wird alles anders";1989;4.5
33163;"Beim Rechtsanwalt";1936;0.0
33164;"Bein edeik";1960;0.0
33165;"Beinah Trinidad";1985;0.0
33166;"Beine des Elefanten, Die";1983;0.0
33167;"Beine von Dolores, Die";1957;5.1
33168;"Being";1975;0.0
33169;"Being Alive";1997;0.0
33170;"Being at Home with Claude";1992;6.2
33171;"Being Claudine";2002;0.0
33172;"Being Considered";2000;6.0
33173;"Being Cyrus";2005;0.0
33174;"Being Different";1981;5.1
33175;"Being Dom Joly";2001;0.0
33176;"Being Dorothy";2004;0.0
33177;"Being Frank";2001;0.0
33178;"Being Human";1993;4.8
33179;"Being John Malkovich";1999;7.9
33180;"Being Julia";2004;7.6
33181;"Being King";1993;0.0
33182;"Being Light";2001;4.6
33183;"Being Male";1980;0.0
33184;"Being Mick";2001;0.0
33186;"Being Positive";2004;0.0
33187;"Being Respectable";1924;0.0
33188;"Being Ron Jeremy";2003;3.1
33189;"Being Simon Cowell";2003;0.0
33190;"Being There";1979;7.9
33191;"Being There";1999;0.0
33192;"Being Victoria Beckham";2002;0.0
33193;"Being Vincent";2002;0.0
33195;"Being with Me";2001;0.0
33196;"Being, The";1979;0.0
33197;"Being, The";1983;2.6
33198;"Beings";1998;5.2
33199;"Beipan";2000;0.0
33200;"Beiqing chengshi";1989;8.0
33201;"Beira";1950;0.0
33202;"Beira Pitoresca";1936;0.0
33203;"Beira-Mar";1937;0.0
33204;"Beirut Is No Longer Never";1976;0.0
33205;"Beirut Palermo Beirut";1999;0.0
33206;"Beirut: The Last Home Movie";1988;0.0
33207;"Beisbol";2005;0.0
33208;"Beisbolista fenmeno, El";1952;0.0
33209;"Beischlafdiebin, Die";1998;0.0
33210;"Beispiellose Verteidigung der Festung Deutschkreuz, Die";1967;0.0
33211;"Beit al ashbah";1952;0.0
33212;"Beit Allah el haram";1957;0.0
33213;"Beit el nattash";1952;0.0
33214;"Beit el said, El";1952;0.0
33215;"Beit el talibat";1967;0.0
33216;"Beit Shean: Seret Milhamah";1996;7.0
33217;"Beitar Provence";2002;5.0
33218;"Bei mich, Liebling";1970;0.0
33219;"Bej, baraban!";1962;0.0
33220;"Beja";1932;0.0
33221;"Beja Agrcola";1932;0.0
33222;"Beja Monumental";1932;0.0
33223;"Beja, Rainha da Plancie";1960;0.0
33224;"Bejaarden in Zweden";1969;0.0
33225;"Bejalai";1989;0.0
33226;"Bejarana, La";1926;0.0
33227;"Bejewelled";1991;0.0
33228;"Bejleren - en jydsk rverhistorie";1975;5.0
33229;"Bekar Nashan";1938;0.0
33230;"Bekaraar";1983;0.0
33232;"Bekarlik sultanliktir";1963;0.0
33233;"Bekarov, Yikre Lekha Mashehu Tov";2004;0.0
33234;"Bekaya azraa";1962;0.0
33235;"Bekende gezichten, gemengde gevoelens";1980;0.0
33236;"Bekenntnis der Ina Kahr, Das";1954;0.0
33237;"Bekenntnisse des Hochstaplers Felix Krull";1957;7.1
33238;"Bekenntnisse eines mblierten Herrn, Die";1962;0.0
33239;"Beker der heldhaftige boerin";1930;0.0
33240;"Beket";1995;0.0
33241;"Bekevar Jubilee";1977;0.0
33242;"Bekhabar";1965;0.0
33243;"Bekhabar";1983;0.0
33244;"Bekhudi";1992;5.0
33245;"Bekim Fehmiu n Shqipri";1972;0.0
33246;"Beklagte, Die";1958;0.0
33247;"Beklenen bomba";1959;0.0
33248;"Beklenen itiraf";1955;0.0
33249;"Beklenen sarki";1953;0.0
33250;"Bekri Mustafa";1965;0.0
33251;"Bekstva";1968;0.0
33252;"Bekstvo";1968;0.0
33253;"Bekstvo";1998;0.0
33254;"Beknnelsen";2001;0.0
33255;"Bekmp rotterne";1941;0.0
33256;"Bekiler Kral";1979;6.4
33257;"Bekttt szemmel";1974;0.0
33258;"Bel Air";2000;5.9
33259;"Bel Air Babes";1995;0.0
33260;"Bel Air Babes";1996;0.0
33261;"Bel ami";1919;0.0
33262;"Bel Ami";1939;7.5
33263;"Bel Ami (1947/I)";1947;0.0
33264;"Bel Ami";1957;0.0
33265;"Bel Ami";1968;0.0
33267;"Bel Ami 2000 oder Wie verfhrt man einen Playboy?";1966;4.0
33268;"Bel amour";1951;0.0
33269;"Bel canto";1993;0.0
33270;"Bel di' vedremo, Un";1988;0.0
33271;"Bel di' vedremo, Un";1997;0.0
33272;"Bel ferragosto, Un";2001;0.0
33273;"Bel indiffrent, Le";1957;6.8
33274;"Bel indiffrent, Le";1975;0.0
33275;"Bel indiffrent, Le";1993;0.0
33276;"Bel ordure";1973;0.0
33277;"Bel ragazzo";1986;0.0
33278;"Bel ge, Le";1959;0.0
33279;"Bel t 1914, Le";1996;5.7
33280;"Bela";1927;0.0
33281;"Bela";1947;0.0
33282;"Bela";1966;0.0
33283;"Bela Donna";1998;4.7
33284;"Bela e a Rosa, A";1984;0.0
33285;"Bela e Galhofeira";1998;0.0
33286;"Bela e o Monstro, A";1998;0.0
33288;"Bela industrija";1956;0.0
33289;"Bela kosulja";1973;0.0
33290;"Bela Lugosi Meets a Brooklyn Gorilla";1952;2.2
33291;"Bela maramica";1957;0.0
33292;"Bela misterija";1963;0.0
33293;"Bela ptica";2004;0.0
33294;"Bela snaga";1966;0.0
33295;"Belabout Thy Neighbor";1970;0.0
33296;"Belager, De";2000;0.0
33297;"Belagerungszustand, Der";1963;0.0
33298;"Belaku";1988;0.0
33299;"Belali hayat";1968;0.0
33300;"Belali torun";1962;0.0
33302;"Belalilar sehri";1972;0.0
33303;"Belang van Ernst, Het";1955;0.0
33304;"Belanin krali";1971;0.0
33305;"Belanin yedi trls";1969;0.0
33306;"Belarmino";1964;7.9
33307;"Belarra";2003;0.0
33308;"Belas da Billings, As";1987;0.0
33309;"Belas dukkehus";2003;0.0
33311;"Belated Honeymoon, The";1915;0.0
33312;"Belaya kost";1988;4.4
33313;"Belaya roza";1943;0.0
33314;"Belaya ten'";1979;0.0
33315;"Belbhandar";1952;0.0
33316;"Belcanto oder Darf eine Nutte schluchzen?";1977;0.0
33317;"Belchite";1938;0.0
33318;"Bele padine";1964;0.0
33319;"Bele rode";1960;0.0
33320;"Bele trave";1976;0.0
33321;"Belec";1958;0.0
33322;"Beledija";1973;0.0
33323;"Beleg za choveshtina";1991;0.0
33324;"Beles Osman";1965;0.0
33325;"Belette, La";1996;0.0
33326;"Beleyet parus odinokij";1937;0.0
33327;"Beleza do Diabo, A";1951;0.0
33328;"Beleza Dura";1987;0.0
33329;"Beleza e Tcnica";1961;0.0
33330;"Belezas e Carnaval em Torres";1950;0.0
33331;"Belfast Building";1997;0.0
33332;"Belfast, Maine";1999;7.8
33333;"Belfer";1978;0.0
33334;"Belfry";1993;0.0
33335;"Belges au travail - les mtiers en Belgiques, Les";1953;0.0
33336;"Belges du bout du monde, Les";1997;0.0
33337;"Belgian Emperor's Visit to India";1921;0.0
33338;"Belgian, The";1918;0.0
33339;"Belgika  Stanleyville et dans l'le Bertha, La";1925;0.0
33340;"Belgique";1920;0.0
33341;"Belgique - le charme de l'Ardenne";1922;0.0
33342;"Belgique et Grand Duch de Luxembourg";1929;0.0
33343;"Belgique martyre, La";1919;0.0
33344;"Belgique toujours";1941;0.0
33345;"Belgique, La";1927;0.0
33346;"Belgique, La";1954;0.0
33347;"Belgisch leger, Het";1909;0.0
33348;"Belgisch trekpaard, Het";1931;0.0
33349;"Belgische atleten te Montreal";1977;0.0
33350;"Belgische finale eurovisie songfestival";1965;0.0
33351;"Belgische honden";1909;0.0
33352;"Belgische industrie, De";1930;0.0
33353;"Belgische karabiniers op de fiets, De";1909;0.0
33354;"Belgische kazen";1986;0.0
33355;"Belgische overwinningsfeesten";1919;0.0
33356;"Belgische republiek, De";1978;0.0
33357;"Belgische soldaten aan de Rijn, De";1914;0.0
33358;"Belgi";1909;0.0
33359;"Belgi bouwt een schip";1955;0.0
33360;"Belgi en de Coupe Gordon Bennett";1923;0.0
33361;"Belgi in vogelvlucht";1928;0.0
33362;"Belgi's beschavingswerk in Kongo";1929;0.0
33363;"Belgi-Turkije";2001;0.0
33364;"Belgrade - Bar";2002;0.0
33365;"Belgrado Sling";2001;0.0
33366;"Belgrove Hotel, Goodbye";1970;0.0
33367;"Belhorizon";2005;0.0
33368;"Beli";1950;0.0
33369;"Beli zecevi";1970;0.0
33370;"Belia we demagho el alia";2000;0.0
33371;"Believe";1999;0.0
33372;"Believe (2000/I)";2000;4.5
33373;"Believe (2000/II)";2000;4.8
33374;"Believe";2003;0.0
33375;"Believe in Me";1971;5.0
33376;"Believe in Me";2005;0.0
33377;"Believe It or Else";1939;6.6
33378;"Believe It or Not #1";1930;5.0
33379;"Believe It or Not #10";1930;0.0
33380;"Believe It or Not #2";1930;5.1
33381;"Believe It or Not #3";1930;0.0
33382;"Believe It or Not #4";1930;5.5
33383;"Believe It or Not #9";1931;6.8
33384;"Believe It or Not";1928;0.0
33385;"Believe It or Not";1930;0.0
33386;"Believe It or Not";1931;0.0
33388;"Believe It or Not 2";2001;0.0
33389;"Believe Me";1925;0.0
33390;"Believe Me, If All Those Endearing Young Charms";1912;0.0
33391;"Believe Me, Xantippe";1918;0.0
33392;"Believe You Can... And You Can!";1983;0.0
33393;"Believer, The";2001;7.3
33394;"Believers Among Us";2005;0.0
33395;"Believers, The";1987;5.6
33396;"Belim stazama";1950;0.0
33397;"Belinda";1986;0.0
33398;"Belinda";1988;4.0
33399;"Belinda Carlisle: Runaway Live";1990;0.0
33400;"Belinda Carlisle: Runaway Videos";1990;0.0
33401;"Belinda dos Orixs na Praia dos Desejos";1979;0.0
33402;"Belinda in the Water";1987;0.0
33403;"Belinda the Slavey; or, Plot and Counterplot";1913;0.0
33404;"Belinda's Bridal Breakfast";1916;0.0
33405;"Belinda's Elopement";1913;0.0
33406;"Belinsky";1951;0.0
33407;"Beliyat kon";1969;0.0
33408;"Belizaire the Cajun";1986;6.1
33409;"Belje";1929;0.0
33410;"Beljski jelen";1966;0.0
33411;"Belki bir sabah geleceksin";1962;0.0
33412;"Bell Book and Candle";1958;6.8
33415;"Bell Boy 13";1923;0.0
33416;"Bell boy, Le";1998;6.7
33417;"Bell Boy, The";1918;7.1
33418;"Bell Diamond";1985;0.0
33419;"Bell Film of Kennedy Motorcade and Aftermath";1963;0.0
33420;"Bell for Adano, A";1945;7.2
33421;"Bell for Adano, A";1967;0.0
33422;"Bell for Philadelphia, A";1963;0.0
33423;"Bell Hop, The";1921;0.0
33424;"Bell Hoppy";1954;6.7
33425;"Bell Hops, The";1917;0.0
33426;"Bell Jar, The";1979;5.4
33427;"Bell of Justice, The";1911;0.0
33428;"Bell of Penance, The";1912;0.0
33429;"Bell Rang to an Empty Sky, The";1977;0.0
33430;"Bell Ringer of Antigua";1946;0.0
33431;"Bell Telephone Jubilee, The";1976;0.0
33432;"Bell Witch: The Movie";2004;0.0
33433;"Bell'Antonio, Il";1960;5.9
33434;"Bell's Breath, The";1998;0.0
33435;"Bell, Bare and Beautiful";1963;1.0
33436;"Bell-Bottom George";1944;5.8
33437;"Bell-Bottom Trousers";1945;0.0
33438;"Bell-Hop, The";1915;0.0
33439;"Bell-Run, The";1987;0.0
33440;"Bella";1970;0.0
33443;"Bella";1998;0.0
33444;"Bella addormentata, La";1942;0.0
33445;"Bella and the Boys";2004;0.0
33446;"Bella Antonia, prima Monica e poi Dimonia, La";1972;0.0
33447;"Bella Bella";1975;0.0
33448;"Bella Bettien";2002;6.5
33449;"Bella Block - Abschied im Licht";2000;0.0
33450;"Bella Block - Am Ende der Lge";2000;0.0
33451;"Bella Block - Auf der Jagd";1998;0.0
33452;"Bella Block - Bitterer Verdacht";2001;0.0
33453;"Bella Block - Blinde Liebe";2000;0.0
33454;"Bella Block - Das Gegenteil von Liebe";2004;0.0
33455;"Bella Block - Die Kommissarin";1994;0.0
